container_chain,member_chain,depth,parent_narc_path,parent_file_id,member_index,name,container_relative_offset,container_relative_end,gmif_relative_offset,gmif_relative_end,size,sha256,signature_hex,extension,probable_format,format_evidence,structure_valid,compressed,compression,compression_evidence,decompression_supported,declared_decompressed_size,decompression_valid,decompressed_size,decompressed_sha256,decompressed_format,decompressed_format_evidence,nested_container,nested_after_decompression
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00159,0,/poketool/trgra/trfgra.narc,341,159,,523148,523220,521528,521600,72,ed3400c8436212eb716b18a62e0081b0549cdd92ba85fbdd18b41b18e9b2b2ae,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00160,0,/poketool/trgra/trfgra.narc,341,160,,523220,529668,521600,528048,6448,446ae153d981182d81c2240962286e9b2d9b5671540f2a9a168dc826beea090a,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00161,0,/poketool/trgra/trfgra.narc,341,161,,529668,529740,528048,528120,72,89ed774fbed889c1be7c4b9e740423baee3ffd752924e98b66ab31ff76d76760,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00162,0,/poketool/trgra/trfgra.narc,341,162,,529740,536188,528120,534568,6448,e535293a8e616a0e957f0a7a0d64aea93b55eff5cb50237d6f1fa004ab9ad38b,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00163,0,/poketool/trgra/trfgra.narc,341,163,,536188,536260,534568,534640,72,a03638bd69e0fd9b70bc952bbc1ee540031c357df615ad8d9e13633ef07cd4fa,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00164,0,/poketool/trgra/trfgra.narc,341,164,,536260,542708,534640,541088,6448,62d8a75fc33aaeb77ae018df889e75f28cc4a8c4056e84d28a13f19f6ae266b2,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00165,0,/poketool/trgra/trfgra.narc,341,165,,542708,542780,541088,541160,72,85fe8d6d633841628ed8aa21bb1529838c4f3ec537e50dece204fe1286ab3e3e,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00166,0,/poketool/trgra/trfgra.narc,341,166,,542780,549228,541160,547608,6448,2243cd0698061106a420bb8dede6e732dec0682617e0b452f8a36dec51a3817e,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00167,0,/poketool/trgra/trfgra.narc,341,167,,549228,549300,547608,547680,72,e1241ad63ed80f8b803174b2f60a00d94a288b446afcba914c0939263b61847e,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00168,0,/poketool/trgra/trfgra.narc,341,168,,549300,555748,547680,554128,6448,398f20d58ebac22ecf03dc5cb5c78882d029f100dba70b45c65517ed61124d59,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00169,0,/poketool/trgra/trfgra.narc,341,169,,555748,555820,554128,554200,72,e1241ad63ed80f8b803174b2f60a00d94a288b446afcba914c0939263b61847e,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00170,0,/poketool/trgra/trfgra.narc,341,170,,555820,562268,554200,560648,6448,2f25056cb76c73510e99835121a7a055a94e5460ec5163a79c9bac6fd13d352c,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00171,0,/poketool/trgra/trfgra.narc,341,171,,562268,562340,560648,560720,72,58550c6f1066f8a1d98da51ca282dd0117a0e11c0c2522967f482c0bd6e55315,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00172,0,/poketool/trgra/trfgra.narc,341,172,,562340,568788,560720,567168,6448,e1cf6112960a1a10cd2da6e5be35d05d9a2f718a873afe946e7de2e405e8cb38,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00173,0,/poketool/trgra/trfgra.narc,341,173,,568788,568860,567168,567240,72,ba2a2f007db6f52e4ea0167d00a3fdbda71f53ce9c3b3bd0fc1d71273a655a9a,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00174,0,/poketool/trgra/trfgra.narc,341,174,,568860,575308,567240,573688,6448,0f5f944c2f03e936e1c509e94991dc3027ad68fee1044ad55d477beac4a52919,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00175,0,/poketool/trgra/trfgra.narc,341,175,,575308,575380,573688,573760,72,d81522b2750fd38ade8e825a0eb508fc68ca9d9841e551b5e46e6a7ae90d820d,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00176,0,/poketool/trgra/trfgra.narc,341,176,,575380,581828,573760,580208,6448,5671501bf75e4ed4b1f1f8654daad20e7456c59a4459125265e87844d3576965,5247434efffe00013019000010000100,,NCGR graphics,Confirmed,True,False,,,,,,,,,,False,False
/poketool/trgra/trfgra.narc,/poketool/trgra/trfgra.narc!/member_00177,0,/poketool/trgra/trfgra.narc,341,177,,581828,581900,580208,580280,72,1ad9811622e2107dad014e5764996d8a5beeb5c36f7105dddd76ed1a89d62452,524c434efffe00014800000010000100,,NCLR palette,Confirmed,True,False,,,,,,,,,,False,False
